parameter,value,text,entities,regex_extracted
DiabetesPedigreeFunction,1.3,DiabetesPedigreeFunction 1.3,"[('1.3', 'CARDINAL')]",
DiabetesPedigreeFunction,0.407,DiabetesPedigreeFunction 0.407,"[('0.407', 'MONEY')]",
DiabetesPedigreeFunction,1.497,DiabetesPedigreeFunction 1.497,[],
DiabetesPedigreeFunction,0.82,DiabetesPedigreeFunction 0.82,[],
DiabetesPedigreeFunction,0.183,DiabetesPedigreeFunction 0.183,[],
DiabetesPedigreeFunction,1.624,DiabetesPedigreeFunction 1.624,[],
DiabetesPedigreeFunction,2.161,DiabetesPedigreeFunction 2.161,[],
DiabetesPedigreeFunction,0.927,DiabetesPedigreeFunction 0.927,"[('0.927', 'MONEY')]",
DiabetesPedigreeFunction,1.037,DiabetesPedigreeFunction 1.037,"[('1.037', 'MONEY')]",
DiabetesPedigreeFunction,2.238,DiabetesPedigreeFunction 2.238,"[('2.238', 'MONEY')]",
DiabetesPedigreeFunction,2.053,DiabetesPedigreeFunction 2.053,[],
DiabetesPedigreeFunction,1.816,DiabetesPedigreeFunction 1.816,"[('1.816', 'MONEY')]",
DiabetesPedigreeFunction,0.697,DiabetesPedigreeFunction 0.697,[],
DiabetesPedigreeFunction,2.285,DiabetesPedigreeFunction 2.285,"[('2.285', 'MONEY')]",
DiabetesPedigreeFunction,0.471,DiabetesPedigreeFunction 0.471,"[('0.471', 'MONEY')]",
DiabetesPedigreeFunction,1.604,DiabetesPedigreeFunction 1.604,[],
DiabetesPedigreeFunction,0.169,DiabetesPedigreeFunction 0.169,"[('0.169', 'MONEY')]",
DiabetesPedigreeFunction,1.645,DiabetesPedigreeFunction 1.645,[],
DiabetesPedigreeFunction,0.765,DiabetesPedigreeFunction 0.765,"[('0.765', 'MONEY')]",
DiabetesPedigreeFunction,1.179,DiabetesPedigreeFunction 1.179,"[('1.179', 'MONEY')]",
DiabetesPedigreeFunction,0.929,DiabetesPedigreeFunction 0.929,"[('0.929', 'MONEY')]",
DiabetesPedigreeFunction,0.515,DiabetesPedigreeFunction 0.515,[],
DiabetesPedigreeFunction,1.593,DiabetesPedigreeFunction 1.593,[],
DiabetesPedigreeFunction,2.217,DiabetesPedigreeFunction 2.217,[],
DiabetesPedigreeFunction,2.402,DiabetesPedigreeFunction 2.402,"[('2.402', 'MONEY')]",
DiabetesPedigreeFunction,0.562,DiabetesPedigreeFunction 0.562,[],
DiabetesPedigreeFunction,1.822,DiabetesPedigreeFunction 1.822,"[('1.822', 'MONEY')]",
DiabetesPedigreeFunction,1.694,DiabetesPedigreeFunction 1.694,"[('1.694', 'MONEY')]",
DiabetesPedigreeFunction,0.924,DiabetesPedigreeFunction 0.924,"[('0.924', 'MONEY')]",
DiabetesPedigreeFunction,0.146,DiabetesPedigreeFunction 0.146,"[('0.146', 'MONEY')]",
DiabetesPedigreeFunction,1.755,DiabetesPedigreeFunction 1.755,"[('1.755', 'MONEY')]",
DiabetesPedigreeFunction,2.369,DiabetesPedigreeFunction 2.369,[],
DiabetesPedigreeFunction,1.617,DiabetesPedigreeFunction 1.617,"[('1.617', 'MONEY')]",
DiabetesPedigreeFunction,1.145,DiabetesPedigreeFunction 1.145,[],
DiabetesPedigreeFunction,1.36,DiabetesPedigreeFunction 1.36,[],
DiabetesPedigreeFunction,0.579,DiabetesPedigreeFunction 0.579,"[('0.579', 'MONEY')]",
DiabetesPedigreeFunction,1.901,DiabetesPedigreeFunction 1.901,[],
DiabetesPedigreeFunction,1.891,DiabetesPedigreeFunction 1.891,[],
DiabetesPedigreeFunction,0.449,DiabetesPedigreeFunction 0.449,"[('0.449', 'MONEY')]",
DiabetesPedigreeFunction,2.207,DiabetesPedigreeFunction 2.207,[],
DiabetesPedigreeFunction,0.746,DiabetesPedigreeFunction 0.746,[],
DiabetesPedigreeFunction,2.457,DiabetesPedigreeFunction 2.457,"[('2.457', 'MONEY')]",
DiabetesPedigreeFunction,1.019,DiabetesPedigreeFunction 1.019,"[('1.019', 'MONEY')]",
DiabetesPedigreeFunction,0.527,DiabetesPedigreeFunction 0.527,[],
DiabetesPedigreeFunction,0.944,DiabetesPedigreeFunction 0.944,"[('0.944', 'MONEY')]",
DiabetesPedigreeFunction,1.156,DiabetesPedigreeFunction 1.156,"[('1.156', 'MONEY')]",
DiabetesPedigreeFunction,0.266,DiabetesPedigreeFunction 0.266,"[('0.266', 'MONEY')]",
DiabetesPedigreeFunction,1.488,DiabetesPedigreeFunction 1.488,[],
DiabetesPedigreeFunction,1.534,DiabetesPedigreeFunction 1.534,[],
DiabetesPedigreeFunction,1.873,DiabetesPedigreeFunction 1.873,[],
DiabetesPedigreeFunction,0.17,DiabetesPedigreeFunction 0.17,[],
DiabetesPedigreeFunction,1.399,DiabetesPedigreeFunction 1.399,"[('1.399', 'MONEY')]",
DiabetesPedigreeFunction,0.227,DiabetesPedigreeFunction 0.227,"[('0.227', 'MONEY')]",
DiabetesPedigreeFunction,1.783,DiabetesPedigreeFunction 1.783,[],
DiabetesPedigreeFunction,0.234,DiabetesPedigreeFunction 0.234,"[('0.234', 'MONEY')]",
DiabetesPedigreeFunction,2.288,DiabetesPedigreeFunction 2.288,"[('2.288', 'MONEY')]",
DiabetesPedigreeFunction,1.785,DiabetesPedigreeFunction 1.785,[],
DiabetesPedigreeFunction,1.318,DiabetesPedigreeFunction 1.318,[],
DiabetesPedigreeFunction,1.16,DiabetesPedigreeFunction 1.16,[],
DiabetesPedigreeFunction,0.414,DiabetesPedigreeFunction 0.414,[],
DiabetesPedigreeFunction,0.798,DiabetesPedigreeFunction 0.798,"[('0.798', 'MONEY')]",
DiabetesPedigreeFunction,2.186,DiabetesPedigreeFunction 2.186,"[('2.186', 'MONEY')]",
DiabetesPedigreeFunction,2.271,DiabetesPedigreeFunction 2.271,[],
DiabetesPedigreeFunction,0.102,DiabetesPedigreeFunction 0.102,[],
DiabetesPedigreeFunction,1.526,DiabetesPedigreeFunction 1.526,"[('1.526', 'MONEY')]",
DiabetesPedigreeFunction,1.826,DiabetesPedigreeFunction 1.826,[],
DiabetesPedigreeFunction,1.585,DiabetesPedigreeFunction 1.585,[],
DiabetesPedigreeFunction,0.296,DiabetesPedigreeFunction 0.296,[],
DiabetesPedigreeFunction,0.623,DiabetesPedigreeFunction 0.623,[],
DiabetesPedigreeFunction,0.701,DiabetesPedigreeFunction 0.701,"[('0.701', 'MONEY')]",
DiabetesPedigreeFunction,2.096,DiabetesPedigreeFunction 2.096,"[('2.096', 'MONEY')]",
DiabetesPedigreeFunction,1.212,DiabetesPedigreeFunction 1.212,[],
DiabetesPedigreeFunction,1.268,DiabetesPedigreeFunction 1.268,"[('1.268', 'MONEY')]",
DiabetesPedigreeFunction,2.344,DiabetesPedigreeFunction 2.344,"[('2.344', 'MONEY')]",
DiabetesPedigreeFunction,1.629,DiabetesPedigreeFunction 1.629,[],
DiabetesPedigreeFunction,2.257,DiabetesPedigreeFunction 2.257,[],
DiabetesPedigreeFunction,1.196,DiabetesPedigreeFunction 1.196,"[('1.196', 'MONEY')]",
DiabetesPedigreeFunction,0.459,DiabetesPedigreeFunction 0.459,"[('0.459', 'MONEY')]",
DiabetesPedigreeFunction,2.332,DiabetesPedigreeFunction 2.332,"[('2.332', 'MONEY')]",
DiabetesPedigreeFunction,1.201,DiabetesPedigreeFunction 1.201,"[('1.201', 'MONEY')]",
DiabetesPedigreeFunction,0.536,DiabetesPedigreeFunction 0.536,[],
DiabetesPedigreeFunction,0.826,DiabetesPedigreeFunction 0.826,[],
DiabetesPedigreeFunction,0.222,DiabetesPedigreeFunction 0.222,[],
DiabetesPedigreeFunction,1.224,DiabetesPedigreeFunction 1.224,[],
DiabetesPedigreeFunction,2.148,DiabetesPedigreeFunction 2.148,[],
DiabetesPedigreeFunction,2.341,DiabetesPedigreeFunction 2.341,[],
DiabetesPedigreeFunction,2.338,DiabetesPedigreeFunction 2.338,[],
DiabetesPedigreeFunction,0.401,DiabetesPedigreeFunction 0.401,[],
DiabetesPedigreeFunction,1.017,DiabetesPedigreeFunction 1.017,[],
DiabetesPedigreeFunction,0.168,DiabetesPedigreeFunction 0.168,[],
DiabetesPedigreeFunction,2.152,DiabetesPedigreeFunction 2.152,[],
DiabetesPedigreeFunction,0.961,DiabetesPedigreeFunction 0.961,"[('0.961', 'MONEY')]",
DiabetesPedigreeFunction,1.615,DiabetesPedigreeFunction 1.615,[],
DiabetesPedigreeFunction,1.816,DiabetesPedigreeFunction 1.816,"[('1.816', 'MONEY')]",
DiabetesPedigreeFunction,1.132,DiabetesPedigreeFunction 1.132,"[('1.132', 'MONEY')]",
DiabetesPedigreeFunction,0.835,DiabetesPedigreeFunction 0.835,[],
DiabetesPedigreeFunction,2.409,DiabetesPedigreeFunction 2.409,[],
DiabetesPedigreeFunction,2.415,DiabetesPedigreeFunction 2.415,[],
DiabetesPedigreeFunction,0.795,DiabetesPedigreeFunction 0.795,[],
DiabetesPedigreeFunction,1.251,DiabetesPedigreeFunction 1.251,[],
DiabetesPedigreeFunction,2.435,DiabetesPedigreeFunction 2.435,[],
DiabetesPedigreeFunction,0.112,DiabetesPedigreeFunction 0.112,"[('0.112', 'MONEY')]",
DiabetesPedigreeFunction,1.09,DiabetesPedigreeFunction 1.09,[],
DiabetesPedigreeFunction,0.341,DiabetesPedigreeFunction 0.341,[],
DiabetesPedigreeFunction,1.322,DiabetesPedigreeFunction 1.322,[],
DiabetesPedigreeFunction,0.159,DiabetesPedigreeFunction 0.159,"[('0.159', 'MONEY')]",
DiabetesPedigreeFunction,1.077,DiabetesPedigreeFunction 1.077,[],
DiabetesPedigreeFunction,0.63,DiabetesPedigreeFunction 0.63,[],
DiabetesPedigreeFunction,1.38,DiabetesPedigreeFunction 1.38,"[('1.38', 'CARDINAL')]",
DiabetesPedigreeFunction,2.49,DiabetesPedigreeFunction 2.49,[],
DiabetesPedigreeFunction,2.021,DiabetesPedigreeFunction 2.021,"[('2.021', 'MONEY')]",
DiabetesPedigreeFunction,2.13,DiabetesPedigreeFunction 2.13,[],
DiabetesPedigreeFunction,1.625,DiabetesPedigreeFunction 1.625,"[('1.625', 'MONEY')]",
DiabetesPedigreeFunction,0.2,DiabetesPedigreeFunction 0.2,[],
DiabetesPedigreeFunction,0.596,DiabetesPedigreeFunction 0.596,[],
DiabetesPedigreeFunction,2.32,DiabetesPedigreeFunction 2.32,[],
DiabetesPedigreeFunction,0.979,DiabetesPedigreeFunction 0.979,"[('0.979', 'MONEY')]",
DiabetesPedigreeFunction,0.349,DiabetesPedigreeFunction 0.349,"[('0.349', 'MONEY')]",
DiabetesPedigreeFunction,1.786,DiabetesPedigreeFunction 1.786,"[('1.786', 'MONEY')]",
DiabetesPedigreeFunction,0.819,DiabetesPedigreeFunction 0.819,[],
DiabetesPedigreeFunction,0.745,DiabetesPedigreeFunction 0.745,"[('0.745', 'MONEY')]",
DiabetesPedigreeFunction,2.495,DiabetesPedigreeFunction 2.495,[],
DiabetesPedigreeFunction,2.16,DiabetesPedigreeFunction 2.16,[],
DiabetesPedigreeFunction,1.079,DiabetesPedigreeFunction 1.079,"[('1.079', 'MONEY')]",
DiabetesPedigreeFunction,2.453,DiabetesPedigreeFunction 2.453,"[('2.453', 'MONEY')]",
DiabetesPedigreeFunction,1.66,DiabetesPedigreeFunction 1.66,[],
DiabetesPedigreeFunction,1.881,DiabetesPedigreeFunction 1.881,[],
DiabetesPedigreeFunction,0.176,DiabetesPedigreeFunction 0.176,"[('0.176', 'MONEY')]",
DiabetesPedigreeFunction,0.392,DiabetesPedigreeFunction 0.392,"[('0.392', 'MONEY')]",
DiabetesPedigreeFunction,1.619,DiabetesPedigreeFunction 1.619,[],
DiabetesPedigreeFunction,2.258,DiabetesPedigreeFunction 2.258,[],
DiabetesPedigreeFunction,1.597,DiabetesPedigreeFunction 1.597,[],
DiabetesPedigreeFunction,0.422,DiabetesPedigreeFunction 0.422,[],
DiabetesPedigreeFunction,0.378,DiabetesPedigreeFunction 0.378,[],
DiabetesPedigreeFunction,2.126,DiabetesPedigreeFunction 2.126,[],
DiabetesPedigreeFunction,0.434,DiabetesPedigreeFunction 0.434,[],
DiabetesPedigreeFunction,1.349,DiabetesPedigreeFunction 1.349,[],
DiabetesPedigreeFunction,0.189,DiabetesPedigreeFunction 0.189,[],
DiabetesPedigreeFunction,0.294,DiabetesPedigreeFunction 0.294,[],
DiabetesPedigreeFunction,1.714,DiabetesPedigreeFunction 1.714,[],
DiabetesPedigreeFunction,1.754,DiabetesPedigreeFunction 1.754,"[('1.754', 'MONEY')]",
DiabetesPedigreeFunction,0.92,DiabetesPedigreeFunction 0.92,"[('0.92', 'MONEY')]",
DiabetesPedigreeFunction,0.617,DiabetesPedigreeFunction 0.617,"[('0.617', 'MONEY')]",
DiabetesPedigreeFunction,2.053,DiabetesPedigreeFunction 2.053,[],
DiabetesPedigreeFunction,0.621,DiabetesPedigreeFunction 0.621,"[('0.621', 'MONEY')]",
DiabetesPedigreeFunction,1.401,DiabetesPedigreeFunction 1.401,[],
DiabetesPedigreeFunction,2.424,DiabetesPedigreeFunction 2.424,"[('2.424', 'MONEY')]",
DiabetesPedigreeFunction,0.455,DiabetesPedigreeFunction 0.455,[],
DiabetesPedigreeFunction,2.358,DiabetesPedigreeFunction 2.358,[],
DiabetesPedigreeFunction,0.539,DiabetesPedigreeFunction 0.539,"[('0.539', 'MONEY')]",
DiabetesPedigreeFunction,1.462,DiabetesPedigreeFunction 1.462,[],
DiabetesPedigreeFunction,1.005,DiabetesPedigreeFunction 1.005,[],
DiabetesPedigreeFunction,2.416,DiabetesPedigreeFunction 2.416,"[('2.416', 'MONEY')]",
DiabetesPedigreeFunction,0.757,DiabetesPedigreeFunction 0.757,[],
DiabetesPedigreeFunction,1.059,DiabetesPedigreeFunction 1.059,"[('1.059', 'MONEY')]",
DiabetesPedigreeFunction,2.459,DiabetesPedigreeFunction 2.459,[],
DiabetesPedigreeFunction,1.388,DiabetesPedigreeFunction 1.388,[],
DiabetesPedigreeFunction,1.306,DiabetesPedigreeFunction 1.306,[],
DiabetesPedigreeFunction,0.719,DiabetesPedigreeFunction 0.719,[],
DiabetesPedigreeFunction,1.783,DiabetesPedigreeFunction 1.783,[],
DiabetesPedigreeFunction,0.134,DiabetesPedigreeFunction 0.134,"[('0.134', 'MONEY')]",
DiabetesPedigreeFunction,0.219,DiabetesPedigreeFunction 0.219,[],
DiabetesPedigreeFunction,1.538,DiabetesPedigreeFunction 1.538,[],
DiabetesPedigreeFunction,0.92,DiabetesPedigreeFunction 0.92,"[('0.92', 'MONEY')]",
DiabetesPedigreeFunction,2.388,DiabetesPedigreeFunction 2.388,[],
DiabetesPedigreeFunction,2.268,DiabetesPedigreeFunction 2.268,"[('2.268', 'MONEY')]",
DiabetesPedigreeFunction,1.813,DiabetesPedigreeFunction 1.813,[],
DiabetesPedigreeFunction,2.064,DiabetesPedigreeFunction 2.064,"[('2.064', 'MONEY')]",
DiabetesPedigreeFunction,1.702,DiabetesPedigreeFunction 1.702,[],
DiabetesPedigreeFunction,0.401,DiabetesPedigreeFunction 0.401,[],
DiabetesPedigreeFunction,1.937,DiabetesPedigreeFunction 1.937,[],
DiabetesPedigreeFunction,0.604,DiabetesPedigreeFunction 0.604,[],
DiabetesPedigreeFunction,0.876,DiabetesPedigreeFunction 0.876,[],
DiabetesPedigreeFunction,2.066,DiabetesPedigreeFunction 2.066,[],
DiabetesPedigreeFunction,1.388,DiabetesPedigreeFunction 1.388,[],
DiabetesPedigreeFunction,2.164,DiabetesPedigreeFunction 2.164,[],
DiabetesPedigreeFunction,0.611,DiabetesPedigreeFunction 0.611,"[('0.611', 'MONEY')]",
DiabetesPedigreeFunction,1.559,DiabetesPedigreeFunction 1.559,[],
DiabetesPedigreeFunction,0.301,DiabetesPedigreeFunction 0.301,"[('0.301', 'MONEY')]",
DiabetesPedigreeFunction,1.643,DiabetesPedigreeFunction 1.643,[],
DiabetesPedigreeFunction,1.93,DiabetesPedigreeFunction 1.93,[],
DiabetesPedigreeFunction,1.504,DiabetesPedigreeFunction 1.504,[],
DiabetesPedigreeFunction,0.739,DiabetesPedigreeFunction 0.739,"[('0.739', 'MONEY')]",
DiabetesPedigreeFunction,0.175,DiabetesPedigreeFunction 0.175,"[('0.175', 'MONEY')]",
DiabetesPedigreeFunction,0.387,DiabetesPedigreeFunction 0.387,[],
DiabetesPedigreeFunction,1.594,DiabetesPedigreeFunction 1.594,[],
DiabetesPedigreeFunction,2.343,DiabetesPedigreeFunction 2.343,"[('2.343', 'MONEY')]",
DiabetesPedigreeFunction,0.596,DiabetesPedigreeFunction 0.596,[],
DiabetesPedigreeFunction,1.864,DiabetesPedigreeFunction 1.864,"[('1.864', 'MONEY')]",
DiabetesPedigreeFunction,2.179,DiabetesPedigreeFunction 2.179,"[('2.179', 'MONEY')]",
DiabetesPedigreeFunction,1.35,DiabetesPedigreeFunction 1.35,[],
DiabetesPedigreeFunction,1.706,DiabetesPedigreeFunction 1.706,[],
DiabetesPedigreeFunction,2.056,DiabetesPedigreeFunction 2.056,[],
DiabetesPedigreeFunction,0.726,DiabetesPedigreeFunction 0.726,[],
DiabetesPedigreeFunction,0.813,DiabetesPedigreeFunction 0.813,[],
DiabetesPedigreeFunction,0.102,DiabetesPedigreeFunction 0.102,[],
DiabetesPedigreeFunction,2.411,DiabetesPedigreeFunction 2.411,[],
DiabetesPedigreeFunction,2.302,DiabetesPedigreeFunction 2.302,"[('2.302', 'MONEY')]",
DiabetesPedigreeFunction,1.935,DiabetesPedigreeFunction 1.935,[],
DiabetesPedigreeFunction,0.29,DiabetesPedigreeFunction 0.29,"[('0.29', 'MONEY')]",
DiabetesPedigreeFunction,1.174,DiabetesPedigreeFunction 1.174,"[('1.174', 'MONEY')]",
DiabetesPedigreeFunction,0.345,DiabetesPedigreeFunction 0.345,"[('0.345', 'MONEY')]",
DiabetesPedigreeFunction,0.138,DiabetesPedigreeFunction 0.138,"[('0.138', 'MONEY')]",
DiabetesPedigreeFunction,1.579,DiabetesPedigreeFunction 1.579,[],
DiabetesPedigreeFunction,2.406,DiabetesPedigreeFunction 2.406,[],
DiabetesPedigreeFunction,2.267,DiabetesPedigreeFunction 2.267,[],
DiabetesPedigreeFunction,1.772,DiabetesPedigreeFunction 1.772,[],
DiabetesPedigreeFunction,0.332,DiabetesPedigreeFunction 0.332,"[('0.332', 'MONEY')]",
DiabetesPedigreeFunction,0.758,DiabetesPedigreeFunction 0.758,[],
DiabetesPedigreeFunction,0.868,DiabetesPedigreeFunction 0.868,[],
DiabetesPedigreeFunction,1.932,DiabetesPedigreeFunction 1.932,"[('1.932', 'MONEY')]",
DiabetesPedigreeFunction,2.025,DiabetesPedigreeFunction 2.025,[],
DiabetesPedigreeFunction,1.024,DiabetesPedigreeFunction 1.024,[],
DiabetesPedigreeFunction,1.103,DiabetesPedigreeFunction 1.103,[],
DiabetesPedigreeFunction,0.207,DiabetesPedigreeFunction 0.207,[],
DiabetesPedigreeFunction,0.794,DiabetesPedigreeFunction 0.794,[],
DiabetesPedigreeFunction,1.183,DiabetesPedigreeFunction 1.183,[],
DiabetesPedigreeFunction,0.381,DiabetesPedigreeFunction 0.381,"[('0.381', 'MONEY')]",
DiabetesPedigreeFunction,1.188,DiabetesPedigreeFunction 1.188,[],
DiabetesPedigreeFunction,2.148,DiabetesPedigreeFunction 2.148,[],
DiabetesPedigreeFunction,1.495,DiabetesPedigreeFunction 1.495,[],
DiabetesPedigreeFunction,0.289,DiabetesPedigreeFunction 0.289,"[('0.289', 'MONEY')]",
DiabetesPedigreeFunction,0.56,DiabetesPedigreeFunction 0.56,[],
DiabetesPedigreeFunction,1.239,DiabetesPedigreeFunction 1.239,"[('1.239', 'MONEY')]",
DiabetesPedigreeFunction,0.968,DiabetesPedigreeFunction 0.968,"[('0.968', 'MONEY')]",
DiabetesPedigreeFunction,0.961,DiabetesPedigreeFunction 0.961,"[('0.961', 'MONEY')]",
DiabetesPedigreeFunction,1.37,DiabetesPedigreeFunction 1.37,[],
DiabetesPedigreeFunction,1.503,DiabetesPedigreeFunction 1.503,[],
DiabetesPedigreeFunction,2.012,DiabetesPedigreeFunction 2.012,[],
DiabetesPedigreeFunction,0.918,DiabetesPedigreeFunction 0.918,[],
DiabetesPedigreeFunction,2.033,DiabetesPedigreeFunction 2.033,[],
DiabetesPedigreeFunction,0.913,DiabetesPedigreeFunction 0.913,"[('0.913', 'MONEY')]",
DiabetesPedigreeFunction,0.233,DiabetesPedigreeFunction 0.233,[],
DiabetesPedigreeFunction,1.43,DiabetesPedigreeFunction 1.43,"[('1.43', 'MONEY')]",
DiabetesPedigreeFunction,1.511,DiabetesPedigreeFunction 1.511,"[('1.511', 'MONEY')]",
DiabetesPedigreeFunction,2.343,DiabetesPedigreeFunction 2.343,"[('2.343', 'MONEY')]",
DiabetesPedigreeFunction,1.843,DiabetesPedigreeFunction 1.843,[],
DiabetesPedigreeFunction,2.303,DiabetesPedigreeFunction 2.303,[],
DiabetesPedigreeFunction,2.28,DiabetesPedigreeFunction 2.28,[],
DiabetesPedigreeFunction,1.551,DiabetesPedigreeFunction 1.551,"[('1.551', 'MONEY')]",
DiabetesPedigreeFunction,1.367,DiabetesPedigreeFunction 1.367,"[('1.367', 'MONEY')]",
DiabetesPedigreeFunction,1.438,DiabetesPedigreeFunction 1.438,[],
DiabetesPedigreeFunction,2.448,DiabetesPedigreeFunction 2.448,"[('2.448', 'MONEY')]",
DiabetesPedigreeFunction,1.956,DiabetesPedigreeFunction 1.956,[],
DiabetesPedigreeFunction,0.355,DiabetesPedigreeFunction 0.355,[],
DiabetesPedigreeFunction,1.968,DiabetesPedigreeFunction 1.968,[],
DiabetesPedigreeFunction,0.509,DiabetesPedigreeFunction 0.509,[],
DiabetesPedigreeFunction,1.174,DiabetesPedigreeFunction 1.174,"[('1.174', 'MONEY')]",
DiabetesPedigreeFunction,0.605,DiabetesPedigreeFunction 0.605,"[('0.605', 'MONEY')]",
DiabetesPedigreeFunction,1.755,DiabetesPedigreeFunction 1.755,"[('1.755', 'MONEY')]",
DiabetesPedigreeFunction,2.206,DiabetesPedigreeFunction 2.206,[],
DiabetesPedigreeFunction,0.797,DiabetesPedigreeFunction 0.797,[],
DiabetesPedigreeFunction,0.297,DiabetesPedigreeFunction 0.297,[],
DiabetesPedigreeFunction,0.816,DiabetesPedigreeFunction 0.816,"[('0.816', 'MONEY')]",
DiabetesPedigreeFunction,1.714,DiabetesPedigreeFunction 1.714,[],
DiabetesPedigreeFunction,0.889,DiabetesPedigreeFunction 0.889,[],
DiabetesPedigreeFunction,0.767,DiabetesPedigreeFunction 0.767,"[('0.767', 'MONEY')]",
DiabetesPedigreeFunction,0.543,DiabetesPedigreeFunction 0.543,[],
DiabetesPedigreeFunction,1.294,DiabetesPedigreeFunction 1.294,[],
DiabetesPedigreeFunction,0.762,DiabetesPedigreeFunction 0.762,"[('0.762', 'MONEY')]",
DiabetesPedigreeFunction,1.854,DiabetesPedigreeFunction 1.854,"[('1.854', 'MONEY')]",
DiabetesPedigreeFunction,0.284,DiabetesPedigreeFunction 0.284,"[('0.284', 'MONEY')]",
DiabetesPedigreeFunction,1.694,DiabetesPedigreeFunction 1.694,"[('1.694', 'MONEY')]",
DiabetesPedigreeFunction,0.67,DiabetesPedigreeFunction 0.67,[],
DiabetesPedigreeFunction,1.274,DiabetesPedigreeFunction 1.274,[],
DiabetesPedigreeFunction,0.787,DiabetesPedigreeFunction 0.787,"[('0.787', 'MONEY')]",
DiabetesPedigreeFunction,1.835,DiabetesPedigreeFunction 1.835,[],
DiabetesPedigreeFunction,2.369,DiabetesPedigreeFunction 2.369,[],
DiabetesPedigreeFunction,2.301,DiabetesPedigreeFunction 2.301,[],
DiabetesPedigreeFunction,1.5,DiabetesPedigreeFunction 1.5,[],
DiabetesPedigreeFunction,1.21,DiabetesPedigreeFunction 1.21,[],
DiabetesPedigreeFunction,2.064,DiabetesPedigreeFunction 2.064,"[('2.064', 'MONEY')]",
DiabetesPedigreeFunction,1.74,DiabetesPedigreeFunction 1.74,[],
DiabetesPedigreeFunction,0.541,DiabetesPedigreeFunction 0.541,[],
DiabetesPedigreeFunction,2.07,DiabetesPedigreeFunction 2.07,[],
DiabetesPedigreeFunction,1.129,DiabetesPedigreeFunction 1.129,[],
DiabetesPedigreeFunction,0.554,DiabetesPedigreeFunction 0.554,"[('0.554', 'MONEY')]",
DiabetesPedigreeFunction,0.776,DiabetesPedigreeFunction 0.776,"[('0.776', 'MONEY')]",
DiabetesPedigreeFunction,0.742,DiabetesPedigreeFunction 0.742,[],
DiabetesPedigreeFunction,1.346,DiabetesPedigreeFunction 1.346,"[('1.346', 'MONEY')]",
DiabetesPedigreeFunction,0.662,DiabetesPedigreeFunction 0.662,[],
DiabetesPedigreeFunction,0.397,DiabetesPedigreeFunction 0.397,[],
DiabetesPedigreeFunction,0.397,DiabetesPedigreeFunction 0.397,[],
DiabetesPedigreeFunction,1.5,DiabetesPedigreeFunction 1.5,[],
DiabetesPedigreeFunction,1.863,DiabetesPedigreeFunction 1.863,[],
DiabetesPedigreeFunction,0.872,DiabetesPedigreeFunction 0.872,[],
DiabetesPedigreeFunction,0.183,DiabetesPedigreeFunction 0.183,[],
DiabetesPedigreeFunction,0.405,DiabetesPedigreeFunction 0.405,"[('0.405', 'MONEY')]",
DiabetesPedigreeFunction,2.295,DiabetesPedigreeFunction 2.295,"[('2.295', 'MONEY')]",
DiabetesPedigreeFunction,1.285,DiabetesPedigreeFunction 1.285,"[('1.285', 'MONEY')]",
DiabetesPedigreeFunction,1.189,DiabetesPedigreeFunction 1.189,[],
DiabetesPedigreeFunction,0.191,DiabetesPedigreeFunction 0.191,"[('0.191', 'MONEY')]",
DiabetesPedigreeFunction,1.849,DiabetesPedigreeFunction 1.849,"[('1.849', 'MONEY')]",
DiabetesPedigreeFunction,1.367,DiabetesPedigreeFunction 1.367,"[('1.367', 'MONEY')]",
DiabetesPedigreeFunction,0.585,DiabetesPedigreeFunction 0.585,[],
DiabetesPedigreeFunction,0.364,DiabetesPedigreeFunction 0.364,[],
DiabetesPedigreeFunction,1.02,DiabetesPedigreeFunction 1.02,[],
DiabetesPedigreeFunction,2.109,DiabetesPedigreeFunction 2.109,[],
